time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Ended_episodes,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2years+,2years+_percent
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of ended episode,880,435,49.4,179,20.3,121,13.8,79,9,66,7.5
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of ended episode,647,246,38,121,18.7,102,15.8,77,11.9,101,15.6
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Duration of ended episode,1021,490,48,199,19.5,210,20.6,66,6.5,56,5.5
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Duration of ended episode,3601,1779,49.4,589,16.4,505,14,364,10.1,364,10.1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Duration of ended episode,2022,790,39.1,353,17.5,456,22.6,291,14.4,132,6.5
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Duration of ended episode,3267,1102,33.7,608,18.6,553,16.9,470,14.4,534,16.3
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Duration of ended episode,1776,559,31.5,417,23.5,424,23.9,233,13.1,143,8.1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Duration of ended episode,3556,1708,48,493,13.9,620,17.4,471,13.2,264,7.4
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Duration of ended episode,22,7,31.8,c,c,6,27.3,c,c,c,c
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Duration of ended episode,982,337,34.3,163,16.6,182,18.5,142,14.5,158,16.1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Duration of ended episode,1999,1066,53.3,191,9.6,241,12.1,295,14.8,206,10.3
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Duration of ended episode,1188,658,55.4,178,15,130,10.9,131,11,91,7.7
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of ended episode,3194,1607,50.3,527,16.5,443,13.9,358,11.2,259,8.1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Duration of ended episode,880,276,31.4,120,13.6,178,20.2,181,20.6,125,14.2
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Duration of ended episode,3115,1809,58.1,368,11.8,350,11.2,356,11.4,232,7.4
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Duration of ended episode,1322,597,45.2,287,21.7,199,15.1,149,11.3,90,6.8
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Duration of ended episode,2827,1000,35.4,701,24.8,525,18.6,353,12.5,248,8.8
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Duration of ended episode,1132,413,36.5,190,16.8,201,17.8,174,15.4,154,13.6
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Duration of ended episode,52,21,40.4,14,26.9,c,c,9,17.3,c,c
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Duration of ended episode,2112,693,32.8,559,26.5,262,12.4,302,14.3,296,14
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Duration of ended episode,738,161,21.8,162,22,130,17.6,129,17.5,156,21.1
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Duration of ended episode,2419,954,39.4,364,15,423,17.5,397,16.4,281,11.6
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Duration of ended episode,1960,851,43.4,405,20.7,326,16.6,242,12.3,136,6.9
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Duration of ended episode,1387,784,56.5,227,16.4,164,11.8,129,9.3,83,6
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Duration of ended episode,1192,460,38.6,169,14.2,227,19,238,20,98,8.2
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Duration of ended episode,2767,1477,53.4,397,14.3,347,12.5,300,10.8,246,8.9
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Duration of ended episode,3347,1589,47.5,488,14.6,526,15.7,436,13,308,9.2
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Duration of ended episode,1487,411,27.6,238,16,219,14.7,343,23.1,276,18.6
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Duration of ended episode,3798,2097,55.2,553,14.6,580,15.3,360,9.5,208,5.5
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Duration of ended episode,2548,1162,45.6,499,19.6,357,14,309,12.1,221,8.7
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Duration of ended episode,1544,994,64.4,225,14.6,108,7,114,7.4,103,6.7
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Duration of ended episode,2509,1269,50.6,366,14.6,339,13.5,303,12.1,232,9.2
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of ended episode,2642,1498,56.7,320,12.1,372,14.1,271,10.3,181,6.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Duration of ended episode,1339,611,45.6,194,14.5,278,20.8,179,13.4,77,5.8
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Duration of ended episode,2913,1317,45.2,581,19.9,557,19.1,300,10.3,158,5.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Duration of ended episode,1510,527,34.9,190,12.6,321,21.3,273,18.1,199,13.2
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Duration of ended episode,5760,2433,42.2,1608,27.9,858,14.9,453,7.9,408,7.1
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Duration of ended episode,2340,1197,51.2,377,16.1,419,17.9,239,10.2,108,4.6
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Duration of ended episode,4062,2761,68,495,12.2,291,7.2,296,7.3,219,5.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Duration of ended episode,1419,409,28.8,238,16.8,235,16.6,313,22.1,224,15.8
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Duration of ended episode,1513,665,44,183,12.1,305,20.2,241,15.9,119,7.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Duration of ended episode,1326,621,46.8,219,16.5,221,16.7,155,11.7,110,8.3
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Duration of ended episode,2234,1096,49.1,267,12,427,19.1,269,12,175,7.8
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Duration of ended episode,2741,1392,50.8,665,24.3,319,11.6,202,7.4,163,5.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Duration of ended episode,571,207,36.3,109,19.1,95,16.6,109,19.1,51,8.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Duration of ended episode,701,218,31.1,87,12.4,185,26.4,151,21.5,60,8.6
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Duration of ended episode,3878,2622,67.6,342,8.8,444,11.4,281,7.2,189,4.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Duration of ended episode,707,298,42.1,131,18.5,118,16.7,91,12.9,69,9.8
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Duration of ended episode,953,286,30,133,14,213,22.4,184,19.3,137,14.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Duration of ended episode,1656,861,52,262,15.8,222,13.4,172,10.4,139,8.4
2018,Reporting year,National,E92000001,England,,,,,,Duration of ended episode,349130,158970,45.5,56620,16.2,55420,15.9,44210,12.7,33910,9.7
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Duration of ended episode,21880,9100,41.6,3770,17.2,3460,15.8,3050,13.9,2490,11.4
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Duration of ended episode,49210,21470,43.6,8380,17,8190,16.6,6300,12.8,4870,9.9
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Duration of ended episode,37780,16690,44.2,6090,16.1,6430,17,4830,12.8,3740,9.9
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Duration of ended episode,23140,7440,32.2,4150,17.9,5110,22.1,4080,17.6,2370,10.2
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Duration of ended episode,41230,21120,51.2,5450,13.2,6150,14.9,4610,11.2,3910,9.5
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Duration of ended episode,25790,10930,42.4,3930,15.2,4070,15.8,3870,15,3000,11.6
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of ended episode,63570,30580,48.1,11050,17.4,8700,13.7,7380,11.6,5860,9.2
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of ended episode,56120,28450,50.7,8580,15.3,8280,14.8,6360,11.3,4450,7.9
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of ended episode,30410,13190,43.4,5220,17.2,5040,16.6,3730,12.3,3230,10.6
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of ended episode,27050,13120,48.5,5200,19.2,3400,12.6,3050,11.3,2280,8.4
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of ended episode,36520,17460,47.8,5850,16,5300,14.5,4330,11.9,3580,9.8
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of ended episode,451,112,24.8,53,11.8,95,21.1,101,22.4,90,20
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of ended episode,4069,1099,27,1120,27.5,887,21.8,655,16.1,308,7.6
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of ended episode,873,200,22.9,136,15.6,151,17.3,235,26.9,151,17.3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of ended episode,836,294,35.2,135,16.1,153,18.3,128,15.3,126,15.1
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of ended episode,1157,286,24.7,237,20.5,202,17.5,247,21.3,185,16
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of ended episode,2179,1044,47.9,334,15.3,248,11.4,291,13.4,262,12
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of ended episode,1409,855,60.7,209,14.8,101,7.2,127,9,117,8.3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of ended episode,2265,687,30.3,351,15.5,385,17,295,13,547,24.2
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of ended episode,955,327,34.2,165,17.3,208,21.8,178,18.6,77,8.1
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of ended episode,1511,982,65,99,6.6,157,10.4,155,10.3,118,7.8
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of ended episode,2230,1173,52.6,256,11.5,296,13.3,301,13.5,204,9.1
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of ended episode,3941,2041,51.8,677,17.2,581,14.7,334,8.5,308,7.8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of ended episode,1789,614,34.3,433,24.2,387,21.6,224,12.5,131,7.3
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of ended episode,2008,819,40.8,315,15.7,367,18.3,282,14,225,11.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of ended episode,2011,943,46.9,503,25,195,9.7,195,9.7,175,8.7
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of ended episode,1689,950,56.2,188,11.1,130,7.7,174,10.3,247,14.6
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of ended episode,1571,457,29.1,417,26.5,341,21.7,234,14.9,122,7.8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of ended episode,1676,520,31,286,17.1,362,21.6,309,18.4,199,11.9
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of ended episode,2280,682,29.9,359,15.7,479,21,414,18.2,346,15.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of ended episode,758,126,16.6,153,20.2,233,30.7,126,16.6,120,15.8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of ended episode,933,356,38.2,157,16.8,172,18.4,132,14.1,116,12.4
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of ended episode,6072,2527,41.6,904,14.9,1064,17.5,933,15.4,644,10.6
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of ended episode,3864,2093,54.2,795,20.6,454,11.7,236,6.1,286,7.4
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of ended episode,4501,2085,46.3,727,16.2,578,12.8,685,15.2,426,9.5
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of ended episode,2001,847,42.3,435,21.7,371,18.5,206,10.3,142,7.1
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of ended episode,1272,494,38.8,299,23.5,159,12.5,151,11.9,169,13.3
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of ended episode,1962,856,43.6,191,9.7,374,19.1,341,17.4,200,10.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of ended episode,1336,421,31.5,290,21.7,328,24.6,161,12.1,136,10.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of ended episode,1143,432,37.8,127,11.1,205,17.9,188,16.4,191,16.7
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of ended episode,1757,715,40.7,396,22.5,324,18.4,182,10.4,140,8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of ended episode,1905,772,40.5,345,18.1,436,22.9,232,12.2,120,6.3
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of ended episode,1532,997,65.1,52,3.4,129,8.4,180,11.7,174,11.4
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of ended episode,861,165,19.2,128,14.9,197,22.9,201,23.3,170,19.7
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of ended episode,4029,2886,71.6,460,11.4,343,8.5,216,5.4,124,3.1
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of ended episode,2260,713,31.5,422,18.7,562,24.9,300,13.3,263,11.6
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of ended episode,1767,812,46,204,11.5,243,13.8,264,14.9,244,13.8
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of ended episode,4456,3089,69.3,280,6.3,384,8.6,384,8.6,319,7.2
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of ended episode,2402,1841,76.6,97,4,205,8.5,168,7,91,3.8
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of ended episode,2731,1225,44.9,434,15.9,535,19.6,321,11.8,216,7.9
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of ended episode,2521,1252,49.7,603,23.9,353,14,218,8.6,95,3.8
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of ended episode,3278,1534,46.8,484,14.8,501,15.3,405,12.4,354,10.8
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of ended episode,2473,821,33.2,332,13.4,435,17.6,511,20.7,374,15.1
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of ended episode,3878,1066,27.5,824,21.2,891,23,602,15.5,495,12.8
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of ended episode,1864,604,32.4,355,19,450,24.1,279,15,176,9.4
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of ended episode,739,254,34.4,98,13.3,150,20.3,140,18.9,97,13.1
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of ended episode,2488,1183,47.5,424,17,407,16.4,298,12,176,7.1
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of ended episode,1983,609,30.7,327,16.5,562,28.3,339,17.1,146,7.4
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of ended episode,4117,1109,26.9,904,22,806,19.6,573,13.9,725,17.6
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of ended episode,2160,850,39.4,588,27.2,365,16.9,212,9.8,145,6.7
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of ended episode,921,441,47.9,135,14.7,145,15.7,114,12.4,86,9.3
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of ended episode,1842,583,31.7,357,19.4,450,24.4,305,16.6,147,8
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of ended episode,2587,707,27.3,500,19.3,539,20.8,564,21.8,277,10.7
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of ended episode,1686,718,42.6,181,10.7,307,18.2,248,14.7,232,13.8
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of ended episode,3843,1485,38.6,487,12.7,764,19.9,779,20.3,324,8.4
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of ended episode,3800,1136,29.9,1052,27.7,874,23,509,13.4,229,6
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Duration of ended episode,3653,856,23.4,737,20.2,869,23.8,699,19.1,492,13.5
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of ended episode,2731,1139,41.7,372,13.6,514,18.8,432,15.8,274,10
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of ended episode,2842,765,26.9,414,14.6,771,27.1,518,18.2,374,13.2
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of ended episode,156,54,34.6,46,29.5,18,11.5,21,13.5,17,10.9
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of ended episode,9164,5657,61.7,919,10,1107,12.1,704,7.7,777,8.5
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of ended episode,3822,2157,56.4,387,10.1,536,14,444,11.6,298,7.8
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of ended episode,2475,1407,56.8,277,11.2,278,11.2,281,11.4,232,9.4
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of ended episode,598,243,40.6,95,15.9,61,10.2,59,9.9,140,23.4
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of ended episode,3717,1919,51.6,425,11.4,526,14.2,345,9.3,502,13.5
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of ended episode,726,291,40.1,86,11.8,101,13.9,160,22,88,12.1
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of ended episode,1646,807,49,264,16,363,22.1,133,8.1,79,4.8
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of ended episode,3374,1300,38.5,571,16.9,577,17.1,528,15.6,398,11.8
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of ended episode,2380,809,34,355,14.9,496,20.8,424,17.8,296,12.4
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of ended episode,1490,868,58.3,192,12.9,194,13,161,10.8,75,5
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of ended episode,2001,659,32.9,347,17.3,454,22.7,342,17.1,199,9.9
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of ended episode,2521,764,30.3,393,15.6,437,17.3,445,17.7,482,19.1
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of ended episode,4442,2886,65,707,15.9,472,10.6,212,4.8,165,3.7
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of ended episode,2875,1348,46.9,432,15,545,19,372,12.9,178,6.2
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of ended episode,844,191,22.6,138,16.4,151,17.9,198,23.5,166,19.7
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of ended episode,3034,1213,40,710,23.4,433,14.3,429,14.1,249,8.2
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of ended episode,949,377,39.7,173,18.2,136,14.3,129,13.6,134,14.1
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of ended episode,3564,1250,35.1,518,14.5,648,18.2,610,17.1,538,15.1
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of ended episode,3038,1206,39.7,287,9.4,487,16,535,17.6,523,17.2
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of ended episode,1155,368,31.9,161,13.9,248,21.5,205,17.7,173,15
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of ended episode,5633,3047,54.1,829,14.7,658,11.7,565,10,534,9.5
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of ended episode,2557,1488,58.2,304,11.9,320,12.5,274,10.7,171,6.7
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of ended episode,1026,308,30,254,24.8,191,18.6,169,16.5,104,10.1
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of ended episode,2907,1110,38.2,472,16.2,605,20.8,469,16.1,251,8.6
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of ended episode,1087,371,34.1,83,7.6,188,17.3,291,26.8,154,14.2
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of ended episode,980,425,43.4,188,19.2,168,17.1,151,15.4,48,4.9
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of ended episode,1973,775,39.3,381,19.3,327,16.6,261,13.2,229,11.6
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Duration of ended episode,3730,2183,58.5,455,12.2,549,14.7,358,9.6,185,5
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Duration of ended episode,2714,1433,52.8,302,11.1,353,13,340,12.5,286,10.5
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Duration of ended episode,7416,2896,39.1,1269,17.1,1497,20.2,1054,14.2,700,9.4
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Duration of ended episode,972,386,39.7,162,16.7,183,18.8,159,16.4,82,8.4
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Duration of ended episode,10226,6004,58.7,1287,12.6,1330,13,884,8.6,721,7.1
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Duration of ended episode,1102,468,42.5,125,11.3,154,14,172,15.6,183,16.6
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Duration of ended episode,1503,521,34.7,168,11.2,374,24.9,283,18.8,157,10.4
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Duration of ended episode,2948,973,33,685,23.2,531,18,455,15.4,304,10.3
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Duration of ended episode,2058,1259,61.2,363,17.6,216,10.5,131,6.4,89,4.3
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Duration of ended episode,1209,364,30.1,185,15.3,298,24.6,242,20,120,9.9
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Duration of ended episode,1213,523,43.1,249,20.5,187,15.4,154,12.7,100,8.2
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Duration of ended episode,2339,1021,43.7,448,19.2,302,12.9,333,14.2,235,10
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Duration of ended episode,10784,7156,66.4,1521,14.1,952,8.8,665,6.2,490,4.5
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Duration of ended episode,866,343,39.6,151,17.4,168,19.4,150,17.3,54,6.2
