time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Ended_episodes,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2years+,2years+_percent
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Duration of ended episode,3084,1384,44.9,461,14.9,519,16.8,395,12.8,325,10.5
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Duration of ended episode,580,98,16.9,134,23.1,118,20.3,139,24,91,15.7
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of ended episode,423,236,55.8,47,11.1,53,12.5,36,8.5,51,12.1
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of ended episode,803,322,40.1,181,22.5,114,14.2,68,8.5,118,14.7
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Duration of ended episode,648,180,27.8,129,19.9,131,20.2,113,17.4,95,14.7
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Duration of ended episode,4147,1956,47.2,696,16.8,615,14.8,424,10.2,456,11
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Duration of ended episode,1938,572,29.5,377,19.5,458,23.6,289,14.9,242,12.5
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Duration of ended episode,2307,672,29.1,384,16.6,416,18,431,18.7,404,17.5
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Duration of ended episode,1744,505,29,319,18.3,393,22.5,315,18.1,212,12.2
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Duration of ended episode,3827,1894,49.5,601,15.7,627,16.4,400,10.5,305,8
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Duration of ended episode,15,c,c,c,c,c,c,c,c,c,c
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Duration of ended episode,1079,423,39.2,157,14.6,229,21.2,147,13.6,123,11.4
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Duration of ended episode,1988,1189,59.8,226,11.4,179,9,210,10.6,184,9.3
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Duration of ended episode,869,266,30.6,186,21.4,167,19.2,122,14,128,14.7
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of ended episode,3639,1922,52.8,608,16.7,455,12.5,355,9.8,299,8.2
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Duration of ended episode,1249,509,40.8,194,15.5,234,18.7,174,13.9,138,11
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Duration of ended episode,2395,1432,59.8,356,14.9,211,8.8,193,8.1,203,8.5
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Duration of ended episode,1296,523,40.4,279,21.5,248,19.1,156,12,90,6.9
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Duration of ended episode,2468,822,33.3,529,21.4,555,22.5,332,13.5,230,9.3
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Duration of ended episode,1266,454,35.9,273,21.6,206,16.3,163,12.9,170,13.4
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Duration of ended episode,47,18,38.3,c,c,14,29.8,6,12.8,c,c
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Duration of ended episode,3962,1925,48.6,947,23.9,386,9.7,381,9.6,323,8.2
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Duration of ended episode,679,213,31.4,158,23.3,93,13.7,124,18.3,91,13.4
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Duration of ended episode,2236,1105,49.4,341,15.3,330,14.8,313,14,147,6.6
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Duration of ended episode,2107,1025,48.6,388,18.4,346,16.4,177,8.4,171,8.1
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Duration of ended episode,1328,715,53.8,200,15.1,220,16.6,100,7.5,93,7
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Duration of ended episode,2171,1167,53.8,449,20.7,201,9.3,189,8.7,165,7.6
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Duration of ended episode,2663,1421,53.4,390,14.6,279,10.5,284,10.7,289,10.9
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Duration of ended episode,3333,1448,43.4,799,24,463,13.9,353,10.6,270,8.1
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Duration of ended episode,940,267,28.4,96,10.2,210,22.3,219,23.3,148,15.7
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Duration of ended episode,2356,1180,50.1,434,18.4,315,13.4,253,10.7,174,7.4
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Duration of ended episode,2647,1751,66.2,380,14.4,179,6.8,230,8.7,107,4
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Duration of ended episode,1316,431,32.8,341,25.9,156,11.9,256,19.5,132,10
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Duration of ended episode,2728,1393,51.1,484,17.7,244,8.9,228,8.4,379,13.9
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of ended episode,3015,1542,51.1,698,23.2,402,13.3,201,6.7,172,5.7
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Duration of ended episode,1515,628,41.5,285,18.8,317,20.9,169,11.2,116,7.7
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Duration of ended episode,3485,2229,64,508,14.6,441,12.7,184,5.3,123,3.5
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Duration of ended episode,1387,537,38.7,179,12.9,208,15,278,20,185,13.3
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Duration of ended episode,3080,1471,47.8,538,17.5,280,9.1,317,10.3,474,15.4
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Duration of ended episode,2634,1107,42,379,14.4,454,17.2,368,14,326,12.4
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Duration of ended episode,2016,813,40.3,447,22.2,279,13.8,267,13.2,210,10.4
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Duration of ended episode,1549,369,23.8,335,21.6,301,19.4,306,19.8,238,15.4
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Duration of ended episode,1361,461,33.9,135,9.9,321,23.6,266,19.5,178,13.1
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Duration of ended episode,1574,869,55.2,159,10.1,226,14.4,220,14,100,6.4
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Duration of ended episode,2349,1075,45.8,331,14.1,451,19.2,284,12.1,208,8.9
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Duration of ended episode,2084,1044,50.1,474,22.7,245,11.8,178,8.5,143,6.9
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Duration of ended episode,544,193,35.5,99,18.2,99,18.2,94,17.3,59,10.8
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Duration of ended episode,723,446,61.7,65,9,99,13.7,71,9.8,42,5.8
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Duration of ended episode,3350,2173,64.9,310,9.3,337,10.1,322,9.6,208,6.2
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Duration of ended episode,680,282,41.5,85,12.5,139,20.4,81,11.9,93,13.7
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Duration of ended episode,1193,351,29.4,98,8.2,239,20,303,25.4,202,16.9
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Duration of ended episode,1250,477,38.2,241,19.3,219,17.5,193,15.4,120,9.6
2017,Reporting year,National,E92000001,England,,,,,,Duration of ended episode,353860,159520,45.1,58070,16.4,55630,15.7,45360,12.8,35280,10
2017,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Duration of ended episode,16500,5840,35.4,3030,18.4,3040,18.4,2480,15,2120,12.8
2017,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Duration of ended episode,52630,22150,42.1,9280,17.6,9120,17.3,7020,13.3,5070,9.6
2017,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Duration of ended episode,34440,14170,41.2,5880,17.1,5870,17.1,4900,14.2,3620,10.5
2017,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Duration of ended episode,31910,14790,46.3,5190,16.3,5510,17.3,3760,11.8,2670,8.4
2017,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Duration of ended episode,43790,21670,49.5,6400,14.6,6470,14.8,5020,11.5,4230,9.6
2017,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Duration of ended episode,25070,10350,41.3,4200,16.8,4020,16,3500,14,2990,11.9
2017,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of ended episode,62170,29840,48,10620,17.1,8050,13,7600,12.2,6050,9.7
2017,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of ended episode,56520,27050,47.9,8740,15.5,8760,15.5,6800,12,5170,9.1
2017,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of ended episode,30830,13660,44.3,4740,15.4,4780,15.5,4280,13.9,3370,10.9
2017,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of ended episode,25310,12040,47.6,4990,19.7,2930,11.6,2830,11.2,2520,9.9
2017,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of ended episode,36860,17800,48.3,5640,15.3,5120,13.9,4770,12.9,3540,9.6
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of ended episode,676,206,30.5,90,13.3,128,18.9,145,21.4,107,15.8
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of ended episode,2014,417,20.7,756,37.5,526,26.1,196,9.7,119,5.9
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of ended episode,888,259,29.2,212,23.9,125,14.1,189,21.3,103,11.6
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of ended episode,586,164,28,115,19.6,102,17.4,85,14.5,120,20.5
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of ended episode,1100,251,22.8,221,20.1,283,25.7,176,16,169,15.4
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of ended episode,1901,725,38.1,355,18.7,305,16,259,13.6,257,13.5
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of ended episode,1381,569,41.2,227,16.4,165,11.9,192,13.9,228,16.5
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of ended episode,2413,914,37.9,440,18.2,450,18.6,292,12.1,317,13.1
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of ended episode,902,348,38.6,152,16.9,181,20.1,138,15.3,83,9.2
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of ended episode,854,247,28.9,100,11.7,187,21.9,166,19.4,154,18
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of ended episode,2479,1455,58.7,208,8.4,307,12.4,295,11.9,214,8.6
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of ended episode,1306,284,21.7,153,11.7,276,21.1,349,26.7,244,18.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of ended episode,1456,564,38.7,297,20.4,285,19.6,190,13,120,8.2
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of ended episode,2927,1731,59.1,421,14.4,315,10.8,253,8.6,207,7.1
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of ended episode,2051,754,36.8,572,27.9,291,14.2,246,12,188,9.2
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of ended episode,1437,658,45.8,253,17.6,181,12.6,186,12.9,159,11.1
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of ended episode,1983,605,30.5,556,28,450,22.7,258,13,114,5.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of ended episode,1545,438,28.3,246,15.9,346,22.4,316,20.5,199,12.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of ended episode,2928,1180,40.3,401,13.7,510,17.4,444,15.2,393,13.4
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of ended episode,920,127,13.8,184,20,225,24.5,219,23.8,165,17.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of ended episode,1499,623,41.6,305,20.3,250,16.7,163,10.9,158,10.5
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of ended episode,7239,2328,32.2,1219,16.8,1699,23.5,1202,16.6,791,10.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of ended episode,5914,2919,49.4,1336,22.6,839,14.2,527,8.9,293,5
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of ended episode,3805,1623,42.7,644,16.9,536,14.1,557,14.6,445,11.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of ended episode,1331,389,29.2,287,21.6,274,20.6,242,18.2,139,10.4
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of ended episode,1318,506,38.4,258,19.6,223,16.9,165,12.5,166,12.6
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of ended episode,2124,975,45.9,157,7.4,398,18.7,359,16.9,235,11.1
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of ended episode,1851,777,42,350,18.9,380,20.5,217,11.7,127,6.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of ended episode,1066,336,31.5,218,20.5,242,22.7,146,13.7,124,11.6
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of ended episode,1863,550,29.5,440,23.6,419,22.5,269,14.4,185,9.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of ended episode,1113,583,52.4,136,12.2,131,11.8,119,10.7,144,12.9
