time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2years+,2years+_percent
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of open episode,1356,268,19.8,137,10.1,211,15.6,210,15.5,530,39.1
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of open episode,7620,1605,21.1,742,9.7,1121,14.7,1535,20.1,2617,34.3
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of open episode,5053,1118,22.1,368,7.3,678,13.4,844,16.7,2045,40.5
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of open episode,2249,682,30.3,338,15,243,10.8,271,12,715,31.8
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of open episode,4789,910,19,707,14.8,712,14.9,781,16.3,1679,35.1
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of open episode,1651,441,26.7,182,11,236,14.3,246,14.9,546,33.1
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of open episode,1323,429,32.4,140,10.6,162,12.2,186,14.1,406,30.7
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of open episode,3650,1164,31.9,460,12.6,500,13.7,531,14.5,995,27.3
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of open episode,1883,462,24.5,220,11.7,241,12.8,348,18.5,612,32.5
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of open episode,993,356,35.9,144,14.5,131,13.2,174,17.5,188,18.9
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of open episode,2175,544,25,293,13.5,364,16.7,396,18.2,578,26.6
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Duration of open episode,3714,1285,34.6,465,12.5,729,19.6,543,14.6,692,18.6
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Duration of open episode,3134,758,24.2,350,11.2,458,14.6,505,16.1,1063,33.9
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Duration of open episode,8285,2381,28.7,897,10.8,1044,12.6,1194,14.4,2769,33.4
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Duration of open episode,1230,332,27,107,8.7,165,13.4,194,15.8,432,35.1
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Duration of open episode,10019,2823,28.2,973,9.7,1310,13.1,1289,12.9,3624,36.2
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Duration of open episode,1945,476,24.5,189,9.7,262,13.5,285,14.7,733,37.7
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Duration of open episode,1874,331,17.7,201,10.7,292,15.6,367,19.6,683,36.4
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Duration of open episode,4293,1074,25,483,11.3,676,15.7,772,18,1288,30
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Duration of open episode,1748,507,29,235,13.4,239,13.7,260,14.9,507,29
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Duration of open episode,1683,353,21,195,11.6,269,16,292,17.3,574,34.1
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Duration of open episode,1223,255,20.9,132,10.8,192,15.7,154,12.6,490,40.1
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Duration of open episode,2394,476,19.9,304,12.7,396,16.5,304,12.7,914,38.2
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Duration of open episode,7019,2665,38,892,12.7,791,11.3,779,11.1,1892,27
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Duration of open episode,1021,307,30.1,109,10.7,167,16.4,127,12.4,311,30.5
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Duration of open episode,7233,2076,28.7,1059,14.6,1187,16.4,1583,21.9,1328,18.4
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Duration of open episode,767,225,29.3,76,9.9,115,15,141,18.4,210,27.4
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of open episode,969,346,35.7,122,12.6,129,13.3,111,11.5,261,26.9
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of open episode,1055,211,20,102,9.7,146,13.8,177,16.8,419,39.7
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Duration of open episode,1094,293,26.8,139,12.7,159,14.5,122,11.2,381,34.8
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Duration of open episode,3105,729,23.5,316,10.2,429,13.8,467,15,1164,37.5
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Duration of open episode,3632,930,25.6,558,15.4,652,18,527,14.5,965,26.6
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Duration of open episode,3983,935,23.5,490,12.3,702,17.6,583,14.6,1273,32
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Duration of open episode,2410,747,31,321,13.3,325,13.5,328,13.6,689,28.6
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Duration of open episode,3864,1317,34.1,464,12,594,15.4,569,14.7,920,23.8
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Duration of open episode,34,c,c,c,c,c,c,c,c,23,67.6
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Duration of open episode,1199,236,19.7,128,10.7,197,16.4,149,12.4,489,40.8
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Duration of open episode,1980,605,30.6,198,10,340,17.2,356,18,481,24.3
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Duration of open episode,1127,330,29.3,131,11.6,151,13.4,148,13.1,367,32.6
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Duration of open episode,3193,942,29.5,440,13.8,475,14.9,507,15.9,829,26
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Duration of open episode,1659,456,27.5,181,10.9,309,18.6,256,15.4,457,27.5
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Duration of open episode,2713,739,27.2,452,16.7,437,16.1,496,18.3,589,21.7
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Duration of open episode,1159,365,31.5,145,12.5,161,13.9,164,14.2,324,28
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Duration of open episode,2754,638,23.2,399,14.5,437,15.9,381,13.8,899,32.6
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Duration of open episode,1776,305,17.2,248,14,257,14.5,302,17,664,37.4
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Duration of open episode,51,7,13.7,12,23.5,7,13.7,8,15.7,17,33.3
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Duration of open episode,2806,896,31.9,287,10.2,274,9.8,501,17.9,848,30.2
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Duration of open episode,1513,330,21.8,147,9.7,197,13,294,19.4,545,36
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Duration of open episode,2294,413,18,347,15.1,480,20.9,550,24,504,22
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Duration of open episode,2190,509,23.2,247,11.3,339,15.5,349,15.9,746,34.1
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Duration of open episode,923,242,26.2,110,11.9,144,15.6,164,17.8,263,28.5
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Duration of open episode,3018,630,20.9,458,15.2,661,21.9,409,13.6,860,28.5
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Duration of open episode,2567,640,24.9,297,11.6,322,12.5,368,14.3,940,36.6
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Duration of open episode,3915,1372,35,486,12.4,518,13.2,538,13.7,1001,25.6
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Duration of open episode,2810,659,23.5,247,8.8,370,13.2,481,17.1,1053,37.5
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Duration of open episode,3158,899,28.5,533,16.9,696,22,402,12.7,628,19.9
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Duration of open episode,2818,733,26,359,12.7,450,16,549,19.5,727,25.8
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Duration of open episode,1619,278,17.2,173,10.7,282,17.4,298,18.4,588,36.3
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Duration of open episode,2173,595,27.4,265,12.2,354,16.3,362,16.7,597,27.5
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Duration of open episode,2107,528,25.1,294,14,377,17.9,314,14.9,594,28.2
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Duration of open episode,1601,471,29.4,212,13.2,233,14.6,198,12.4,487,30.4
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Duration of open episode,2852,919,32.2,461,16.2,379,13.3,438,15.4,655,23
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Duration of open episode,1862,419,22.5,210,11.3,264,14.2,321,17.2,648,34.8
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Duration of open episode,5198,1610,31,922,17.7,645,12.4,578,11.1,1443,27.8
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Duration of open episode,2283,663,29,286,12.5,382,16.7,317,13.9,635,27.8
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Duration of open episode,2683,737,27.5,353,13.2,344,12.8,382,14.2,867,32.3
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Duration of open episode,2619,785,30,194,7.4,325,12.4,374,14.3,941,35.9
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Duration of open episode,1505,248,16.5,185,12.3,283,18.8,314,20.9,475,31.6
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Duration of open episode,2273,637,28,361,15.9,390,17.2,404,17.8,481,21.2
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Duration of open episode,2545,707,27.8,345,13.6,385,15.1,309,12.1,799,31.4
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Duration of open episode,1984,577,29.1,228,11.5,258,13,316,15.9,605,30.5
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Duration of open episode,785,193,24.6,85,10.8,147,18.7,131,16.7,229,29.2
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Duration of open episode,1434,383,26.7,191,13.3,273,19,231,16.1,356,24.8
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Duration of open episode,2267,697,30.7,293,12.9,334,14.7,310,13.7,633,27.9
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Duration of open episode,793,222,28,92,11.6,129,16.3,133,16.8,217,27.4
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Duration of open episode,1560,298,19.1,162,10.4,287,18.4,256,16.4,557,35.7
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Duration of open episode,2828,699,24.7,275,9.7,384,13.6,401,14.2,1069,37.8
2017,Reporting year,National,E92000001,England,,,,,,Duration of open episode,389040,106200,27.3,46870,12,56540,14.5,59910,15.4,119520,30.7
2017,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Duration of open episode,23740,5500,23.2,2750,11.6,3410,14.4,4130,17.4,7950,33.5
2017,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Duration of open episode,57010,15830,27.8,6470,11.3,8000,14,8450,14.8,18270,32
2017,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Duration of open episode,40200,11280,28.1,5310,13.2,5980,14.9,5690,14.2,11940,29.7
2017,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Duration of open episode,30370,8900,29.3,4370,14.4,4820,15.9,4870,16,7420,24.4
2017,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Duration of open episode,44810,12360,27.6,5230,11.7,6280,14,6460,14.4,14490,32.3
2017,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Duration of open episode,33320,8360,25.1,3850,11.6,4860,14.6,5570,16.7,10680,32.1
2017,Reporting year,Regional,E92000001,England,E12000007,London,,,,Duration of open episode,68070,17760,26.1,8290,12.2,10360,15.2,10690,15.7,20990,30.8
2017,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Duration of open episode,58150,17080,29.4,6990,12,8060,13.9,8970,15.4,17060,29.3
2017,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Duration of open episode,33360,9150,27.4,3610,10.8,4790,14.3,5080,15.2,10730,32.2
2017,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Duration of open episode,29460,7210,24.5,3760,12.8,4740,16.1,4700,16,9050,30.7
2017,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Duration of open episode,38610,10550,27.3,4530,11.7,5620,14.6,5980,15.5,11930,30.9
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Duration of open episode,838,185,22.1,44,5.3,124,14.8,163,19.5,322,38.4
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Duration of open episode,4097,497,12.1,584,14.3,554,13.5,865,21.1,1597,39
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Duration of open episode,1742,406,23.3,146,8.4,270,15.5,395,22.7,525,30.1
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Duration of open episode,1319,273,20.7,190,14.4,194,14.7,229,17.4,433,32.8
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Duration of open episode,2074,418,20.2,261,12.6,297,14.3,357,17.2,741,35.7
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Duration of open episode,2594,713,27.5,195,7.5,388,15,404,15.6,894,34.5
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Duration of open episode,1351,350,25.9,120,8.9,192,14.2,182,13.5,507,37.5
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Duration of open episode,2485,666,26.8,292,11.8,323,13,384,15.5,820,33
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Duration of open episode,1259,326,25.9,170,13.5,223,17.7,227,18,313,24.9
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Duration of open episode,1214,260,21.4,144,11.9,166,13.7,194,16,450,37.1
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Duration of open episode,2063,506,24.5,228,11.1,324,15.7,377,18.3,628,30.4
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of open episode,2704,896,33.1,376,13.9,355,13.1,356,13.2,721,26.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of open episode,1781,452,25.4,283,15.9,344,19.3,241,13.5,461,25.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of open episode,1901,561,29.5,187,9.8,311,16.4,274,14.4,568,29.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of open episode,2286,673,29.4,238,10.4,258,11.3,360,15.7,757,33.1
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of open episode,1526,376,24.6,137,9,184,12.1,251,16.4,578,37.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of open episode,1974,487,24.7,275,13.9,281,14.2,319,16.2,612,31
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of open episode,2256,476,21.1,318,14.1,343,15.2,340,15.1,779,34.5
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of open episode,3104,762,24.5,312,10.1,481,15.5,483,15.6,1066,34.3
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of open episode,1080,238,22,162,15,163,15.1,178,16.5,339,31.4
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of open episode,1230,312,25.4,116,9.4,172,14,188,15.3,442,35.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of open episode,8250,1606,19.5,701,8.5,1173,14.2,1508,18.3,3262,39.5
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of open episode,3496,1116,31.9,352,10.1,367,10.5,417,11.9,1244,35.6
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of open episode,5170,1912,37,556,10.8,814,15.7,682,13.2,1206,23.3
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of open episode,2550,977,38.3,383,15,295,11.6,295,11.6,600,23.5
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of open episode,1787,379,21.2,187,10.5,226,12.6,250,14,745,41.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of open episode,2401,770,32.1,271,11.3,361,15,438,18.2,561,23.4
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of open episode,1861,484,26,197,10.6,270,14.5,241,13,669,35.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of open episode,1859,358,19.3,213,11.5,285,15.3,281,15.1,722,38.8
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of open episode,1843,634,34.4,237,12.9,218,11.8,253,13.7,501,27.2
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of open episode,2761,1226,44.4,372,13.5,339,12.3,247,8.9,577,20.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of open episode,1470,208,14.1,144,9.8,253,17.2,296,20.1,569,38.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of open episode,1460,322,22.1,153,10.5,231,15.8,284,19.5,470,32.2
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of open episode,2103,842,40,287,13.6,219,10.4,178,8.5,577,27.4
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of open episode,2862,657,23,389,13.6,413,14.4,442,15.4,961,33.6
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of open episode,1550,366,23.6,204,13.2,221,14.3,346,22.3,413,26.6
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of open episode,3975,1139,28.7,357,9,536,13.5,605,15.2,1338,33.7
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of open episode,1380,387,28,184,13.3,201,14.6,180,13,428,31
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of open episode,2646,804,30.4,333,12.6,420,15.9,416,15.7,673,25.4
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of open episode,1894,649,34.3,274,14.5,246,13,202,10.7,523,27.6
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of open episode,3507,861,24.6,470,13.4,547,15.6,518,14.8,1111,31.7
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of open episode,3227,937,29,405,12.6,522,16.2,437,13.5,926,28.7
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of open episode,6083,1932,31.8,817,13.4,753,12.4,708,11.6,1873,30.8
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of open episode,1975,533,27,338,17.1,275,13.9,347,17.6,482,24.4
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of open episode,903,182,20.2,81,9,163,18.1,185,20.5,292,32.3
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of open episode,2553,686,26.9,334,13.1,362,14.2,295,11.6,876,34.3
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of open episode,2611,771,29.5,447,17.1,513,19.6,313,12,567,21.7
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of open episode,4308,1031,23.9,589,13.7,665,15.4,665,15.4,1358,31.5
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of open episode,2343,725,30.9,250,10.7,351,15,334,14.3,683,29.2
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of open episode,1248,280,22.4,229,18.3,205,16.4,139,11.1,395,31.7
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of open episode,2742,1056,38.5,402,14.7,352,12.8,374,13.6,558,20.4
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of open episode,5148,1374,26.7,749,14.5,912,17.7,847,16.5,1266,24.6
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of open episode,2255,602,26.7,287,12.7,240,10.6,395,17.5,731,32.4
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of open episode,3041,950,31.2,527,17.3,395,13,448,14.7,721,23.7
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of open episode,4293,1390,32.4,707,16.5,692,16.1,500,11.6,1004,23.4
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Duration of open episode,5091,1320,25.9,695,13.7,795,15.6,1027,20.2,1254,24.6
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of open episode,3239,1031,31.8,362,11.2,511,15.8,530,16.4,805,24.9
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of open episode,4319,1086,25.1,617,14.3,904,20.9,692,16,1020,23.6
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of open episode,240,87,36.3,21,8.8,18,7.5,54,22.5,60,25
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of open episode,8414,2126,25.3,929,11,1047,12.4,1371,16.3,2941,35
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of open episode,3574,1214,34,401,11.2,471,13.2,519,14.5,969,27.1
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of open episode,2551,472,18.5,224,8.8,334,13.1,346,13.6,1175,46.1
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of open episode,1097,233,21.2,110,10,124,11.3,161,14.7,469,42.8
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of open episode,2500,741,29.6,333,13.3,389,15.6,401,16,636,25.4
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of open episode,1181,256,21.7,122,10.3,149,12.6,210,17.8,444,37.6
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of open episode,1399,402,28.7,184,13.2,241,17.2,156,11.2,416,29.7
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of open episode,5418,1480,27.3,604,11.1,654,12.1,787,14.5,1893,34.9
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of open episode,3752,901,24,449,12,595,15.9,737,19.6,1070,28.5
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of open episode,1519,448,29.5,171,11.3,270,17.8,219,14.4,411,27.1
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of open episode,2591,816,31.5,267,10.3,342,13.2,374,14.4,792,30.6
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of open episode,3741,951,25.4,467,12.5,556,14.9,524,14,1243,33.2
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of open episode,3007,1100,36.6,484,16.1,543,18.1,235,7.8,645,21.4
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of open episode,4067,1220,30,486,11.9,563,13.8,416,10.2,1382,34
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of open episode,1417,321,22.7,190,13.4,227,16,223,15.7,456,32.2
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of open episode,3266,784,24,535,16.4,422,12.9,580,17.8,945,28.9
