time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2years+,2years+_percent
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of open episode,2106,436,20.7,248,11.8,288,13.7,295,14,839,39.8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of open episode,1831,483,26.4,201,11,235,12.8,275,15,637,34.8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Duration of open episode,2766,550,19.9,299,10.8,415,15,499,18,1003,36.3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of open episode,1007,254,25.2,168,16.7,201,20,126,12.5,258,25.6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of open episode,1098,201,18.3,88,8,159,14.5,193,17.6,457,41.6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of open episode,8502,1464,17.2,655,7.7,930,10.9,1304,15.3,4149,48.8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of open episode,4156,998,24,455,10.9,474,11.4,694,16.7,1535,36.9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of open episode,5330,1320,24.8,555,10.4,782,14.7,800,15,1873,35.1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of open episode,2460,676,27.5,294,12,297,12.1,337,13.7,856,34.8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of open episode,2532,602,23.8,337,13.3,283,11.2,392,15.5,918,36.3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of open episode,2404,613,25.5,292,12.1,469,19.5,457,19,573,23.8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of open episode,2270,522,23,299,13.2,292,12.9,382,16.8,775,34.1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of open episode,1757,460,26.2,204,11.6,248,14.1,223,12.7,622,35.4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of open episode,2197,647,29.4,377,17.2,291,13.2,294,13.4,588,26.8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of open episode,2224,505,22.7,226,10.2,274,12.3,364,16.4,855,38.4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of open episode,1420,253,17.8,166,11.7,195,13.7,258,18.2,548,38.6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of open episode,1276,322,25.2,125,9.8,206,16.1,191,15,432,33.9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of open episode,3228,1148,35.6,624,19.3,457,14.2,363,11.2,636,19.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of open episode,2491,564,22.6,232,9.3,290,11.6,330,13.2,1075,43.2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of open episode,1809,480,26.5,346,19.1,372,20.6,261,14.4,350,19.3
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of open episode,5315,1556,29.3,666,12.5,762,14.3,866,16.3,1465,27.6
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of open episode,1427,355,24.9,164,11.5,198,13.9,219,15.3,491,34.4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of open episode,2436,670,27.5,294,12.1,343,14.1,345,14.2,784,32.2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of open episode,2189,501,22.9,392,17.9,375,17.1,303,13.8,618,28.2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of open episode,3793,1057,27.9,659,17.4,524,13.8,485,12.8,1068,28.2
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of open episode,2259,467,20.7,314,13.9,392,17.4,300,13.3,786,34.8
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of open episode,5559,1665,30,710,12.8,692,12.4,733,13.2,1759,31.6
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of open episode,2345,571,24.3,230,9.8,423,18,449,19.1,672,28.7
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of open episode,999,276,27.6,92,9.2,104,10.4,183,18.3,344,34.4
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Duration of open episode,2605,591,22.7,280,10.7,379,14.5,356,13.7,999,38.3
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of open episode,2549,668,26.2,328,12.9,378,14.8,363,14.2,812,31.9
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of open episode,3860,1009,26.1,599,15.5,645,16.7,561,14.5,1046,27.1
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of open episode,3028,909,30,374,12.4,424,14,458,15.1,863,28.5
2020,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of open episode,1239,285,23,208,16.8,186,15,187,15.1,373,30.1
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of open episode,2674,591,22.1,381,14.2,377,14.1,490,18.3,835,31.2
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of open episode,5558,1669,30,679,12.2,923,16.6,954,17.2,1333,24
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of open episode,1940,423,21.8,203,10.5,287,14.8,240,12.4,787,40.6
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of open episode,3035,713,23.5,373,12.3,578,19,532,17.5,839,27.6
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of open episode,3262,982,30.1,445,13.6,509,15.6,412,12.6,914,28
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Duration of open episode,5371,1435,26.7,637,11.9,793,14.8,821,15.3,1685,31.4
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of open episode,3290,968,29.4,470,14.3,419,12.7,479,14.6,954,29
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of open episode,4610,1241,26.9,628,13.6,716,15.5,805,17.5,1220,26.5
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of open episode,175,47,26.9,24,13.7,24,13.7,11,6.3,69,39.4
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of open episode,8778,2245,25.6,674,7.7,1161,13.2,1478,16.8,3220,36.7
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of open episode,3418,819,24,369,10.8,332,9.7,422,12.3,1476,43.2
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of open episode,2210,706,31.9,266,12,231,10.5,272,12.3,735,33.3
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of open episode,1104,167,15.1,68,6.2,183,16.6,178,16.1,508,46
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of open episode,3446,1017,29.5,458,13.3,396,11.5,476,13.8,1099,31.9
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of open episode,1574,327,20.8,120,7.6,205,13,300,19.1,622,39.5
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of open episode,1477,338,22.9,177,12,155,10.5,194,13.1,613,41.5
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of open episode,5645,1252,22.2,633,11.2,860,15.2,888,15.7,2012,35.6
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of open episode,3222,902,28,395,12.3,492,15.3,355,11,1078,33.5
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of open episode,1474,341,23.1,134,9.1,166,11.3,303,20.6,530,36
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of open episode,2109,579,27.5,221,10.5,364,17.3,435,20.6,510,24.2
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of open episode,4073,1109,27.2,424,10.4,536,13.2,646,15.9,1358,33.3
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of open episode,2157,447,20.7,306,14.2,228,10.6,298,13.8,878,40.7
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of open episode,3263,704,21.6,346,10.6,455,13.9,452,13.9,1306,40
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of open episode,1301,293,22.5,132,10.1,246,18.9,194,14.9,436,33.5
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of open episode,2724,654,24,245,9,315,11.6,459,16.9,1051,38.6
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Duration of open episode,1277,214,16.8,122,9.6,142,11.1,212,16.6,587,46
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Duration of open episode,6186,1337,21.6,803,13,922,14.9,996,16.1,2128,34.4
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Duration of open episode,5037,902,17.9,516,10.2,740,14.7,773,15.3,2106,41.8
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Duration of open episode,2005,606,30.2,204,10.2,199,9.9,243,12.1,753,37.6
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Duration of open episode,4764,1116,23.4,641,13.5,603,12.7,733,15.4,1671,35.1
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Duration of open episode,1569,414,26.4,160,10.2,248,15.8,252,16.1,495,31.5
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Duration of open episode,1271,300,23.6,133,10.5,186,14.6,239,18.8,413,32.5
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Duration of open episode,3918,1053,26.9,490,12.5,583,14.9,572,14.6,1220,31.1
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Duration of open episode,1733,464,26.8,251,14.5,231,13.3,224,12.9,563,32.5
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Duration of open episode,879,271,30.8,111,12.6,113,12.9,133,15.1,251,28.6
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Duration of open episode,1815,492,27.1,260,14.3,267,14.7,307,16.9,489,26.9
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Duration of open episode,3328,843,25.3,365,11,496,14.9,516,15.5,1108,33.3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Duration of open episode,3276,703,21.5,370,11.3,513,15.7,535,16.3,1155,35.3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Duration of open episode,8293,2620,31.6,1006,12.1,1132,13.7,937,11.3,2598,31.3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Duration of open episode,1168,345,29.5,113,9.7,151,12.9,119,10.2,440,37.7
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Duration of open episode,10524,3214,30.5,1103,10.5,1354,12.9,1202,11.4,3651,34.7
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Duration of open episode,2303,669,29,235,10.2,405,17.6,325,14.1,669,29
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Duration of open episode,2365,461,19.5,331,14,438,18.5,395,16.7,740,31.3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Duration of open episode,4750,1290,27.2,513,10.8,652,13.7,738,15.5,1557,32.8
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Duration of open episode,1661,407,24.5,216,13,196,11.8,257,15.5,585,35.2
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Duration of open episode,1451,387,26.7,150,10.3,185,12.7,204,14.1,525,36.2
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Duration of open episode,1589,487,30.6,348,21.9,179,11.3,184,11.6,391,24.6
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Duration of open episode,2406,496,20.6,279,11.6,502,20.9,416,17.3,713,29.6
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Duration of open episode,5751,1723,30,558,9.7,591,10.3,758,13.2,2121,36.9
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Duration of open episode,930,313,33.7,112,12,128,13.8,95,10.2,282,30.3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Duration of open episode,5536,1915,34.6,811,14.6,1304,23.6,735,13.3,771,13.9
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Duration of open episode,883,290,32.8,114,12.9,133,15.1,141,16,205,23.2
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Duration of open episode,1039,344,33.1,165,15.9,179,17.2,126,12.1,225,21.7
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Duration of open episode,1001,180,18,109,10.9,135,13.5,147,14.7,430,43
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Duration of open episode,2281,574,25.2,185,8.1,298,13.1,423,18.5,801,35.1
